,gene_id,gene_name
4355,ENSG00000188783,PRELP
4356,ENSG00000188770,OPTC
4357,ENSG00000058668,ATP2B4
4358,ENSG00000236035,AL513343.1
4359,ENSG00000221643,SNORA77
4360,ENSG00000122188,LAX1
4361,ENSG00000058673,ZC3H11A
4362,ENSG00000257315,ZBED6
4363,ENSG00000227417,AC114402.2
4364,ENSG00000223505,AC114402.1
4365,ENSG00000182004,SNRPE
4366,ENSG00000236430,KRT8P29
4367,ENSG00000232917,HSPE1P6
4368,ENSG00000237379,CBX1P3
4369,ENSG00000176754,LINC00303
4370,ENSG00000143842,SOX13
4371,ENSG00000261065,AL592146.1
4372,ENSG00000143845,ETNK2
4373,ENSG00000230550,ERLNC1
4374,ENSG00000143839,REN
4375,ENSG00000225522,AL592114.2
4376,ENSG00000170498,KISS1
4377,ENSG00000174567,GOLT1A
4378,ENSG00000143850,PLEKHA6
4379,ENSG00000231691,AL592114.3
4380,ENSG00000219133,AL592114.1
4381,ENSG00000280924,LINC00628
4382,ENSG00000226330,AL606489.1
4383,ENSG00000237848,AL606489.2
4384,ENSG00000158615,PPP1R15B
4385,ENSG00000133056,PIK3C2B
4386,ENSG00000198625,MDM4
4387,ENSG00000236779,AL512306.1
4388,ENSG00000200408,RNA5SP74
4389,ENSG00000240710,AL512306.3
4390,ENSG00000170382,LRRN2
4391,ENSG00000240219,AL512306.2
4392,ENSG00000228153,AL161793.1
4393,ENSG00000252650,RNA5SP75
4394,ENSG00000251861,RF00601
4395,ENSG00000163531,NFASC
4396,ENSG00000229657,AL391822.1
4397,ENSG00000184144,CNTN2
4398,ENSG00000174529,TMEM81
4399,ENSG00000117222,RBBP5
4400,ENSG00000271580,AL583832.1
4401,ENSG00000236108,AC093422.3
4402,ENSG00000133059,DSTYK
4403,ENSG00000213041,AC093422.1
4404,ENSG00000133069,TMCC2
4405,ENSG00000225063,AC093422.2
4406,ENSG00000163545,NUAK2
4407,ENSG00000162873,KLHDC8A
4408,ENSG00000235363,SNRPGP10
4409,ENSG00000226235,LEMD1-AS1
4410,ENSG00000186007,LEMD1
4411,ENSG00000281406,BLACAT1
4412,ENSG00000199059,MIR135B
4413,ENSG00000224717,AC098936.1
4414,ENSG00000117266,CDK18
4415,ENSG00000253097,RNU2-19P
4416,ENSG00000174514,MFSD4A
4417,ENSG00000206762,RNU6-418P
4418,ENSG00000158711,ELK4
4419,ENSG00000236942,AC096533.1
4420,ENSG00000158715,SLC45A3
4421,ENSG00000275213,RF00017
4422,ENSG00000069275,NUCKS1
4423,ENSG00000201944,RF00139
4424,ENSG00000117280,RAB29
4425,ENSG00000285521,AC119673.1
4426,ENSG00000133065,SLC41A1
4427,ENSG00000162877,PM20D1
4428,ENSG00000174502,SLC26A9
4429,ENSG00000227687,AL713965.1
4430,ENSG00000276600,RAB7B
4431,ENSG00000196188,CTSE
4432,ENSG00000285417,BX571818.1
4433,ENSG00000263961,RHEX
4434,ENSG00000252692,RF00271
4435,ENSG00000198049,AVPR1B
4436,ENSG00000226780,AC244035.1
4437,ENSG00000225483,RPL22P4
4438,ENSG00000236889,AC244035.2
4439,ENSG00000196550,FAM72A
4440,ENSG00000266028,SRGAP2
4441,ENSG00000229509,AC244023.1
4442,ENSG00000263528,IKBKE
4443,ENSG00000278465,MIR6769B
4444,ENSG00000162888,C1orf147
4445,ENSG00000261000,AC244034.2
4446,ENSG00000266094,RASSF5
4447,ENSG00000234981,AC244034.1
4448,ENSG00000279946,AC244034.3
4449,ENSG00000143486,EIF2D
4450,ENSG00000237605,AL591846.2
4451,ENSG00000143479,DYRK3
4452,ENSG00000162889,MAPKAPK2
4453,ENSG00000224114,AL591846.1
4454,ENSG00000199349,RF00019
4455,ENSG00000136634,IL10
4456,ENSG00000142224,IL19
4457,ENSG00000162891,IL20
4458,ENSG00000162892,IL24
4459,ENSG00000162894,FCMR
4460,ENSG00000271680,AC098935.2
4461,ENSG00000226945,AC098935.1
4462,ENSG00000162896,PIGR
4463,ENSG00000162897,FCAMR
4464,ENSG00000182795,C1orf116
4465,ENSG00000123836,PFKFB2
4466,ENSG00000180667,YOD1
4467,ENSG00000123843,C4BPB
4468,ENSG00000123838,C4BPA
4469,ENSG00000275392,AL445493.3
4470,ENSG00000226565,AL445493.1
4471,ENSG00000224462,C4BPAP1
4472,ENSG00000243636,AL445493.2
4473,ENSG00000232621,C4BPAP2
4474,ENSG00000237074,AL596218.1
4475,ENSG00000196352,CD55
4476,ENSG00000283044,AL391597.1
4477,ENSG00000117322,CR2
4478,ENSG00000203710,CR1
4479,ENSG00000236911,AL137789.1
4480,ENSG00000197721,CR1L
4481,ENSG00000244703,CD46P1
4482,ENSG00000226289,CDCA4P3
4483,ENSG00000274059,RNA5SP534
4484,ENSG00000285239,AL137789.2
4485,ENSG00000117335,CD46
4486,ENSG00000234219,CDCA4P4
4487,ENSG00000203709,MIR29B2CHG
4488,ENSG00000284214,MIR29C
4489,ENSG00000284203,MIR29B2
4490,ENSG00000174059,CD34
4491,ENSG00000285719,AL356275.2
4492,ENSG00000284237,AL356275.1
4493,ENSG00000076356,PLXNA2
4494,ENSG00000226843,AL606753.1
4495,ENSG00000261453,LINC01735
4496,ENSG00000259815,AC099793.1
4497,ENSG00000227887,RPS26P13
4498,ENSG00000232812,LINC01717
4499,ENSG00000236950,LINC01774
4500,ENSG00000278684,AC104465.1
4501,ENSG00000232537,AC092810.3
4502,ENSG00000228081,AC092810.2
4503,ENSG00000224540,AC092810.1
4504,ENSG00000225712,ATP5MC2P1
4505,ENSG00000227940,LINC01696
4506,ENSG00000231648,LINC01698
4507,ENSG00000230937,MIR205HG
4508,ENSG00000284485,MIR205
4509,ENSG00000224260,AL023754.1
4510,ENSG00000008118,CAMK1G
4511,ENSG00000196878,LAMB3
4512,ENSG00000283876,MIR4260
4513,ENSG00000227591,AL031316.1
4514,ENSG00000123689,G0S2
4515,ENSG00000117594,HSD11B1
4516,ENSG00000236136,ADORA2BP1
4517,ENSG00000009790,TRAF3IP3
4518,ENSG00000162757,C1orf74
4519,ENSG00000117595,IRF6
4520,ENSG00000117597,UTP25
4521,ENSG00000143469,SYT14
4522,ENSG00000203706,SERTAD4-AS1
4523,ENSG00000082497,SERTAD4
4524,ENSG00000228110,ST13P19
4525,ENSG00000233455,AL035414.1
4526,ENSG00000054392,HHAT
4527,ENSG00000200972,RNU5A-8P
4528,ENSG00000270936,AL034351.1
4529,ENSG00000143473,KCNH1
4530,ENSG00000279333,AC096636.1
4531,ENSG00000284299,AL590132.1
4532,ENSG00000224668,IPO8P1
4533,ENSG00000283952,AC092017.3
4534,ENSG00000284376,AC092017.4
4535,ENSG00000234233,KCNH1-IT1
4536,ENSG00000234004,AC092017.2
4537,ENSG00000226986,AC092017.1
4538,ENSG00000117625,RCOR3
4539,ENSG00000082512,TRAF5
4540,ENSG00000153363,LINC00467
4541,ENSG00000236809,SNX25P1
4542,ENSG00000238137,ARPC3P2
4543,ENSG00000198570,RD3
4544,ENSG00000223649,AC105275.1
4545,ENSG00000170385,SLC30A1
4546,ENSG00000261314,AC105275.2
4547,ENSG00000228792,AL356310.1
4548,ENSG00000227764,LINC01693
4549,ENSG00000117650,NEK2
4550,ENSG00000224763,FDPSP8
4551,ENSG00000231057,AC096637.2
4552,ENSG00000226868,AC096637.1
4553,ENSG00000123684,LPGAT1
4554,ENSG00000241395,RN7SL344P
4555,ENSG00000212205,RF00019
4556,ENSG00000229258,AL445488.1
4557,ENSG00000233626,AC092814.1
4558,ENSG00000143493,INTS7
4559,ENSG00000212187,RF00568
4560,ENSG00000143476,DTL
4561,ENSG00000220749,RPL21P28
4562,ENSG00000264358,MIR3122
4563,ENSG00000252879,RN7SKP98
4564,ENSG00000229983,AL606468.1
4565,ENSG00000226251,AL451060.1
4566,ENSG00000066027,PPP2R5A
4567,ENSG00000230063,AL360091.2
4568,ENSG00000234915,AL360091.3
4569,ENSG00000225338,RPL23AP18
4570,ENSG00000201544,SNORA16B
4571,ENSG00000229832,AL360091.1
4572,ENSG00000065600,TMEM206
4573,ENSG00000117691,NENF
4574,ENSG00000224535,AC092803.1
4575,ENSG00000228067,LINC01740
4576,ENSG00000260805,AC092803.2
4577,ENSG00000162772,ATF3
4578,ENSG00000235862,AL590648.2
4579,ENSG00000162771,FAM71A
4580,ENSG00000226036,AL590648.1
4581,ENSG00000237980,AL590648.3
4582,ENSG00000123685,BATF3
4583,ENSG00000117697,NSL1
4584,ENSG00000203705,TATDN3
4585,ENSG00000236905,AC104333.3
4586,ENSG00000185523,SPATA45
4587,ENSG00000198468,FLVCR1-DT
4588,ENSG00000235182,AC104333.1
4589,ENSG00000236317,AC104333.2
4590,ENSG00000162769,FLVCR1
4591,ENSG00000282718,AC104333.4
4592,ENSG00000143494,VASH2
4593,ENSG00000174606,ANGEL2
4594,ENSG00000136643,RPS6KC1
4595,ENSG00000228646,RPL31P13
4596,ENSG00000225233,AL592402.1
4597,ENSG00000228255,AC096639.1
4598,ENSG00000230461,PROX1-AS1
4599,ENSG00000281664,LINC00538
4600,ENSG00000117707,PROX1
4601,ENSG00000274895,AC011700.1
4602,ENSG00000272167,AL606537.1
4603,ENSG00000283518,AL592287.1
4604,ENSG00000143499,SMYD2
4605,ENSG00000228470,AL929236.1
4606,ENSG00000152104,PTPN14
4607,ENSG00000213036,AL445305.1
4608,ENSG00000215819,KRT18P12
4609,ENSG00000117724,CENPF
4610,ENSG00000250536,ABHD17AP3
4611,ENSG00000224584,UBE2V1P13
4612,ENSG00000185221,GAPDHP24
4613,ENSG00000223869,AC099563.1
4614,ENSG00000082482,KCNK2
4615,ENSG00000232809,VDAC1P10
4616,ENSG00000282265,AL450990.1
4617,ENSG00000136636,KCTD3
4618,ENSG00000042781,USH2A
4619,ENSG00000202498,RF00108
4620,ENSG00000229242,AL358452.1
4621,ENSG00000233620,AC093581.1
4622,ENSG00000236292,AC138024.1
4623,ENSG00000226013,MRPS18BP1
4624,ENSG00000196482,ESRRG
4625,ENSG00000092978,GPATCH2
4626,ENSG00000162814,SPATA17
4627,ENSG00000234070,SPATA17-AS1
4628,ENSG00000228247,UBBP2
4629,ENSG00000231814,LINC00210
4630,ENSG00000230714,AL355526.1
4631,ENSG00000232100,LINC01653
4632,ENSG00000201493,RNU1-141P
4633,ENSG00000067533,RRP15
4634,ENSG00000229016,AC096638.2
4635,ENSG00000223375,AC096638.1
4636,ENSG00000232480,TGFB2-AS1
4637,ENSG00000092969,TGFB2
4638,ENSG00000281453,TGFB2-OT1
4639,ENSG00000228208,C1orf143
4640,ENSG00000212610,RF00012
4641,ENSG00000226693,NXNP1
4642,ENSG00000225561,LINC01710
4643,ENSG00000228063,LYPLAL1-DT
4644,ENSG00000143353,LYPLAL1
4645,ENSG00000225920,RIMKLBP2
4646,ENSG00000223842,AL360093.1
4647,ENSG00000277007,AC096642.1
4648,ENSG00000228536,AL513283.1
4649,ENSG00000238232,AL356364.1
4650,ENSG00000215817,ZC3H11B
4651,ENSG00000196660,SLC30A10
4652,ENSG00000252086,RNA5SP76
4653,ENSG00000221673,RF00012
4654,ENSG00000136628,EPRS
4655,ENSG00000162813,BPNT1
4656,ENSG00000067704,IARS2
4657,ENSG00000207590,MIR215
4658,ENSG00000207624,MIR194-1
4659,ENSG00000232134,RPS15AP12
4660,ENSG00000118873,RAB3GAP2
4661,ENSG00000281696,MIR664A
4662,ENSG00000222370,SNORA36B
4663,ENSG00000270585,AL445435.1
4664,ENSG00000270708,KF455155.1
4665,ENSG00000218283,MORF4L1P1
4666,ENSG00000213033,AURKAP1
4667,ENSG00000230318,XRCC6P3
4668,ENSG00000232883,AL451081.2
4669,ENSG00000226927,AL451081.1
4670,ENSG00000260505,AC096644.4
4671,ENSG00000235163,AC096644.3
4672,ENSG00000234863,AC096644.2
4673,ENSG00000226226,PRELID3BP1
4674,ENSG00000231529,AC096644.1
4675,ENSG00000116141,MARK1
4676,ENSG00000243872,RN7SL464P
4677,ENSG00000233012,HDAC1P2
4678,ENSG00000162817,C1orf115
4679,ENSG00000117791,MARC2
4680,ENSG00000186205,MARC1
4681,ENSG00000221571,RNU6ATAC35P
4682,ENSG00000276642,RF00619
4683,ENSG00000272823,AL445423.1
4684,ENSG00000238078,LINC01352
4685,ENSG00000257551,HLX-AS1
4686,ENSG00000136630,HLX
4687,ENSG00000226211,AL445466.1
4688,ENSG00000234754,C1orf140
4689,ENSG00000232436,AL360013.2
4690,ENSG00000227585,AL360013.1
4691,ENSG00000143507,DUSP10
4692,ENSG00000227925,LINC01655
4693,ENSG00000200033,RNU6-403P
4694,ENSG00000238042,LINC02257
4695,ENSG00000228437,LINC02474
4696,ENSG00000232679,LINC01705
4697,ENSG00000236230,AL356108.1
4698,ENSG00000227613,QRSL1P2
4699,ENSG00000226643,AL513314.1
4700,ENSG00000234419,CICP13
4701,ENSG00000276997,AL513314.2
4702,ENSG00000222399,RNU6-791P
4703,ENSG00000267305,AL592148.2
4704,ENSG00000143512,HHIPL2
4705,ENSG00000143498,TAF1A
4706,ENSG00000225265,TAF1A-AS1
4707,ENSG00000154305,MIA3
4708,ENSG00000229399,AL592148.1
4709,ENSG00000272750,AL592148.3
4710,ENSG00000186063,AIDA
4711,ENSG00000162819,BROX
4712,ENSG00000197520,FAM177B
4713,ENSG00000228106,AL392172.1
4714,ENSG00000278610,AC093152.1
4715,ENSG00000154309,DISP1
4716,ENSG00000234523,NDUFB1P2
4717,ENSG00000187554,TLR5
4718,ENSG00000236846,AL359979.2
4719,ENSG00000226601,AL359979.1
4720,ENSG00000143502,SUSD4
4721,ENSG00000251789,RNU4-57P
4722,ENSG00000178395,CCDC185
4723,ENSG00000203697,CAPN8
4724,ENSG00000227002,SNRPEP10
4725,ENSG00000212398,RNU6-1248P
4726,ENSG00000162909,CAPN2
4727,ENSG00000143514,TP53BP2
4728,ENSG00000227621,PHBP11
4729,ENSG00000188460,ACTBP11
4730,ENSG00000233771,CICP5
4731,ENSG00000272645,GTF2IP20
4732,ENSG00000212157,RNU6-1319P
4733,ENSG00000185495,AC138393.1
4734,ENSG00000278467,AC138393.3
4735,ENSG00000229930,AC138393.2
4736,ENSG00000252484,RN7SKP49
4737,ENSG00000143756,FBXO28
4738,ENSG00000236773,AC092809.3
4739,ENSG00000143753,DEGS1
4740,ENSG00000201898,RF00139
4741,ENSG00000232628,AC092809.2
4742,ENSG00000237101,AC092809.4
4743,ENSG00000143748,NVL
4744,ENSG00000221406,MIR320B2
4745,ENSG00000229742,AC092809.1
4746,ENSG00000206887,RNU6-1008P
4747,ENSG00000143771,CNIH4
4748,ENSG00000162923,WDR26
4749,ENSG00000266618,MIR4742
4750,ENSG00000143786,CNIH3
4751,ENSG00000229991,AKR1B1P1
4752,ENSG00000233384,AC096537.1
4753,ENSG00000234247,AC096537.2
4754,ENSG00000229400,AL596330.1
4755,ENSG00000225334,AL391811.1
4756,ENSG00000185842,DNAH14
4757,ENSG00000143815,LBR
4758,ENSG00000234476,AC092811.1
4759,ENSG00000282418,AC092811.2
4760,ENSG00000154380,ENAH
4761,ENSG00000227496,AC099066.2
4762,ENSG00000226349,AC099066.1
4763,ENSG00000223306,RNU6-1304P
4764,ENSG00000143742,SRP9
4765,ENSG00000234112,AC099066.3
4766,ENSG00000143819,EPHX1
4767,ENSG00000242861,AL591895.1
4768,ENSG00000196187,TMEM63A
4769,ENSG00000243709,LEFTY1
4770,ENSG00000255835,AL117348.2
4771,ENSG00000143811,PYCR2
4772,ENSG00000284519,MIR6741
4773,ENSG00000248322,AL117348.1
4774,ENSG00000143768,LEFTY2
4775,ENSG00000213032,NDUFA3P3
4776,ENSG00000143751,SDE2
4777,ENSG00000272562,AL512343.2
4778,ENSG00000163041,H3F3A
4779,ENSG00000225518,LINC01703
4780,ENSG00000270598,AL512343.1
4781,ENSG00000182827,ACBD3
4782,ENSG00000234478,ACBD3-AS1
4783,ENSG00000223570,AL592045.1
4784,ENSG00000185155,MIXL1
4785,ENSG00000183814,LIN9
4786,ENSG00000236994,YBX1P9
4787,ENSG00000275406,AL359742.1
4788,ENSG00000143799,PARP1
4789,ENSG00000270287,AL359704.2
4790,ENSG00000229965,AL359704.1
4791,ENSG00000223282,RN7SKP165
4792,ENSG00000177770,CDKN2AIPNLP1
4793,ENSG00000203685,STUM
4794,ENSG00000143772,ITPKB
4795,ENSG00000228382,ITPKB-IT1
4796,ENSG00000228548,ITPKB-AS1
4797,ENSG00000238183,RPS27P5
4798,ENSG00000143801,PSEN2
4799,ENSG00000163050,COQ8A
4800,ENSG00000228525,AL353689.1
4801,ENSG00000143776,CDC42BPA
4802,ENSG00000233706,AL353689.2
4803,ENSG00000228625,AL451047.1
4804,ENSG00000228729,AL627308.1
4805,ENSG00000236636,AL627308.2
4806,ENSG00000234277,LINC01641
4807,ENSG00000232864,NUCKS1P1
4808,ENSG00000242757,AL606462.1
4809,ENSG00000224834,BTF3P9
4810,ENSG00000237193,AL451054.2
4811,ENSG00000278180,AL451054.3
4812,ENSG00000237469,TUBB8P10
4813,ENSG00000235827,TUBB8P9
4814,ENSG00000227711,AL451054.1
4815,ENSG00000202264,RNA5SP77
4816,ENSG00000181450,ZNF678
4817,ENSG00000225934,AL592310.1
4818,ENSG00000215812,ZNF847P
4819,ENSG00000143740,SNAP47
4820,ENSG00000081692,JMJD4
4821,ENSG00000230005,SNAP47-AS1
4822,ENSG00000185888,PRSS38
4823,ENSG00000143816,WNT9A
4824,ENSG00000264483,MIR5008
4825,ENSG00000233003,CICP26
4826,ENSG00000274886,SEPT14P17
4827,ENSG00000154342,WNT3A
4828,ENSG00000276255,AL136379.1
4829,ENSG00000143761,ARF1
4830,ENSG00000284163,MIR3620
4831,ENSG00000143793,C1orf35
4832,ENSG00000162910,MRPL55
4833,ENSG00000224566,FAM96AP2
4834,ENSG00000280157,AL359510.2
4835,ENSG00000227625,AL359510.1
4836,ENSG00000143774,GUK1
4837,ENSG00000198835,GJC2
4838,ENSG00000203684,IBA57-DT
4839,ENSG00000181873,IBA57
4840,ENSG00000162913,OBSCN-AS1
4841,ENSG00000154358,OBSCN
4842,ENSG00000269890,AL353593.1
4843,ENSG00000269934,AL353593.2
4844,ENSG00000270110,AL353593.3
4845,ENSG00000270104,AL670729.3
4846,ENSG00000154370,TRIM11
4847,ENSG00000270094,AL670729.2
4848,ENSG00000284311,MIR6742
4849,ENSG00000231563,AL670729.1
4850,ENSG00000162931,TRIM17
4851,ENSG00000168148,HIST3H3
4852,ENSG00000230841,RPL23AP15
4853,ENSG00000181218,HIST3H2A
4854,ENSG00000196890,HIST3H2BB
4855,ENSG00000266174,MIR4666A
4856,ENSG00000181201,HIST3H2BA
4857,ENSG00000279306,AL139288.1
4858,ENSG00000168159,RNF187
4859,ENSG00000215811,BTNL10
4860,ENSG00000202056,RNA5SP19
4861,ENSG00000251823,RNA5SP162
4862,ENSG00000199352,RNA5S1
4863,ENSG00000201588,RNA5S2
4864,ENSG00000199337,RNA5S3
4865,ENSG00000200381,RNA5S4
4866,ENSG00000199396,RNA5S5
4867,ENSG00000200624,RNA5S6
4868,ENSG00000202521,RNA5S7
4869,ENSG00000200343,RNA5S8
4870,ENSG00000201321,RNA5S9
4871,ENSG00000199910,RNA5S10
4872,ENSG00000199334,RNA5S11
4873,ENSG00000199270,RNA5S12
4874,ENSG00000202526,RNA5S13
4875,ENSG00000201355,RNA5S14
4876,ENSG00000201925,RNA5S15
4877,ENSG00000202257,RNA5S16
4878,ENSG00000200370,RNA5S17
4879,ENSG00000212237,RNA5SP18
4880,ENSG00000183929,DUSP5P1
4881,ENSG00000206878,RF00432
4882,ENSG00000234975,FTH1P2
4883,ENSG00000116574,RHOU
4884,ENSG00000271475,AL078624.2
4885,ENSG00000271399,AL078624.1
4886,ENSG00000282111,AL137793.2
4887,ENSG00000229840,ISCA1P2
4888,ENSG00000236975,AL137793.1
4889,ENSG00000233920,AL162595.2
4890,ENSG00000177800,TMEM78
4891,ENSG00000177788,AL162595.1
4892,ENSG00000168118,RAB4A
4893,ENSG00000213029,SPHAR
4894,ENSG00000237481,AL117350.1
4895,ENSG00000154429,CCSAP
4896,ENSG00000252506,RNU6-180P
4897,ENSG00000252051,RN7SKP276
4898,ENSG00000230331,AL160004.2
4899,ENSG00000143632,ACTA1
4900,ENSG00000069248,NUP133
4901,ENSG00000226920,AL160004.1
4902,ENSG00000223635,AL121990.1
4903,ENSG00000135776,ABCB10
4904,ENSG00000199672,RNU4-21P
4905,ENSG00000201492,RNA5SP78
4906,ENSG00000229367,HMGN2P19
4907,ENSG00000135801,TAF5L
4908,ENSG00000135763,URB2
4909,ENSG00000213028,AL354983.1
4910,ENSG00000225984,HMGB1P26
4911,ENSG00000227043,LINC01682
4912,ENSG00000228058,LINC01736
4913,ENSG00000143641,GALNT2
4914,ENSG00000227006,AL136988.2
4915,ENSG00000224407,AL136988.1
4916,ENSG00000177614,PGBD5
4917,ENSG00000282564,AL133516.1
4918,ENSG00000232964,LINC01737
4919,ENSG00000235817,AL158214.1
4920,ENSG00000135775,COG2
4921,ENSG00000135744,AGT
4922,ENSG00000244137,AL512328.1
4923,ENSG00000135773,CAPN9
4924,ENSG00000202063,RNA5SP79
4925,ENSG00000225656,AL118511.2
4926,ENSG00000119280,C1orf198
4927,ENSG00000223393,AL118511.1
4928,ENSG00000240502,RN7SL837P
4929,ENSG00000143643,TTC13
4930,ENSG00000173409,ARV1
4931,ENSG00000182118,FAM89A
4932,ENSG00000283799,MIR1182
4933,ENSG00000227934,AL732414.1
4934,ENSG00000229595,AL109810.1
4935,ENSG00000119283,TRIM67
4936,ENSG00000235710,AL109810.2
4937,ENSG00000143633,C1orf131
4938,ENSG00000116906,GNPAT
4939,ENSG00000222407,RNA5SP80
4940,ENSG00000116903,EXOC8
4941,ENSG00000010072,SPRTN
4942,ENSG00000135766,EGLN1
4943,ENSG00000223982,SNRPD2P2
4944,ENSG00000233461,AL445524.1
4945,ENSG00000116918,TSNAX
4946,ENSG00000270106,TSNAX-DISC1
4947,ENSG00000229228,LINC00582
4948,ENSG00000162946,DISC1
4949,ENSG00000222986,RNU5A-5P
4950,ENSG00000274121,RF02102
4951,ENSG00000226758,DISC1-IT1
4952,ENSG00000235152,AL353052.1
4953,ENSG00000236372,AL353052.2
4954,ENSG00000224436,BX323014.1
4955,ENSG00000242794,RN7SL299P
4956,ENSG00000116991,SIPA1L2
4957,ENSG00000238382,RNU6-1211P
4958,ENSG00000225919,LINC01745
4959,ENSG00000236497,LINC01744
4960,ENSG00000212916,MAP10
4961,ENSG00000206835,RNU1-74P
4962,ENSG00000232175,AL122003.1
4963,ENSG00000135778,NTPCR
4964,ENSG00000135749,PCNX2
4965,ENSG00000231940,RPS7P3
4966,ENSG00000251508,AL133380.1
4967,ENSG00000143674,MAP3K21
4968,ENSG00000252501,RNU4-77P
4969,ENSG00000135750,KCNK1
4970,ENSG00000265744,MIR4427
4971,ENSG00000225486,AL663058.1
4972,ENSG00000183780,SLC35F3
4973,ENSG00000236101,RAC1P7
4974,ENSG00000233332,AL122008.3
4975,ENSG00000231272,AL122008.1
4976,ENSG00000236244,AL122008.4
4977,ENSG00000232166,AL122008.2
4978,ENSG00000264377,MIR4671
4979,ENSG00000235605,AL355472.2
4980,ENSG00000236358,AL355472.3
4981,ENSG00000273367,AL355472.4
4982,ENSG00000231663,AL355472.1
4983,ENSG00000168275,COA6
4984,ENSG00000059588,TARBP1
4985,ENSG00000231768,LINC01354
4986,ENSG00000230404,AL161640.1
4987,ENSG00000212144,RF00096
4988,ENSG00000168264,IRF2BP2
4989,ENSG00000228830,AL160408.2
4990,ENSG00000224939,LINC00184
4991,ENSG00000272362,AL160408.5
4992,ENSG00000228044,AL160408.1
4993,ENSG00000241475,AL160408.4
4994,ENSG00000230628,AL160408.3
4995,ENSG00000282097,AL160408.6
4996,ENSG00000227630,LINC01132
4997,ENSG00000279261,AL360294.1
4998,ENSG00000201638,RNY4P16
4999,ENSG00000239690,RN7SL668P
5000,ENSG00000237520,AL391832.1
5001,ENSG00000238005,AL391832.2
5002,ENSG00000258082,AL391832.3
5003,ENSG00000280587,LINC01348
5004,ENSG00000233018,AL732292.1
5005,ENSG00000273416,AL732292.2
5006,ENSG00000173726,TOMM20
5007,ENSG00000207181,SNORA14B
5008,ENSG00000188739,RBM34
5009,ENSG00000054267,ARID4B
5010,ENSG00000263439,MIR4753
5011,ENSG00000236863,RPL23AP23
5012,ENSG00000152904,GGPS1
5013,ENSG00000285053,TBCE
5014,ENSG00000227962,AL391994.1
5015,ENSG00000230026,AL357556.1
5016,ENSG00000285177,AL357556.4
5017,ENSG00000284770,TBCE
5018,ENSG00000229795,RPS21P1
5019,ENSG00000162885,B3GALNT2
5020,ENSG00000238236,MTCYBP14
5021,ENSG00000235638,MTND6P14
5022,ENSG00000231199,MTND5P19
5023,ENSG00000226663,MTND4P10
5024,ENSG00000231582,MTND4LP21
5025,ENSG00000232714,MTND3P8
5026,ENSG00000235761,MTCO3P46
5027,ENSG00000168243,GNG4
5028,ENSG00000270710,FO393422.1
5029,ENSG00000227236,AL583844.1
5030,ENSG00000143669,LYST
5031,ENSG00000235674,LDHAP2
5032,ENSG00000229463,LYST-AS1
5033,ENSG00000222831,MIR1537
5034,ENSG00000206803,RNU6-968P
5035,ENSG00000237845,AL139161.2
5036,ENSG00000229291,AL139161.1
5037,ENSG00000116962,NID1
5038,ENSG00000252822,RF00019
5039,ENSG00000235371,AL122018.1
5040,ENSG00000077585,GPR137B
5041,ENSG00000086619,ERO1B
5042,ENSG00000222650,RNU2-70P
5043,ENSG00000237922,AL450309.1
5044,ENSG00000186197,EDARADD
5045,ENSG00000244457,ENO1P1
5046,ENSG00000116977,LGALS8
5047,ENSG00000223776,LGALS8-AS1
5048,ENSG00000273058,AL359921.2
5049,ENSG00000230325,AL359921.1
5050,ENSG00000119285,HEATR1
5051,ENSG00000077522,ACTN2
5052,ENSG00000116984,MTR
5053,ENSG00000226498,RPSAP21
5054,ENSG00000237991,RPL35P1
5055,ENSG00000244020,MT1HL1
5056,ENSG00000198626,RYR2
5057,ENSG00000252396,RN7SKP195
5058,ENSG00000266262,MIR4428
5059,ENSG00000252290,RF00402
5060,ENSG00000237250,AL359924.1
5061,ENSG00000116996,ZP4
5062,ENSG00000243781,AL590396.1
5063,ENSG00000283174,AL590396.3
5064,ENSG00000283166,AL590396.2
5065,ENSG00000283377,AL590396.4
5066,ENSG00000270188,MTRNR2L11
5067,ENSG00000232154,MTCYBP15
5068,ENSG00000225723,MTND6P15
5069,ENSG00000227860,MTND5P18
5070,ENSG00000230019,YWHAQP9
5071,ENSG00000232989,AL356010.1
5072,ENSG00000234464,AL356010.2
5073,ENSG00000252371,RNU6-725P
5074,ENSG00000215808,LINC01139
5075,ENSG00000231877,AL359551.1
5076,ENSG00000215149,KRT18P32
5077,ENSG00000224783,MIPEPP2
5078,ENSG00000227854,AL590135.1
5079,ENSG00000259776,AC093426.1
5080,ENSG00000133019,CHRM3
5081,ENSG00000233355,CHRM3-AS2
5082,ENSG00000234601,CHRM3-AS1
5083,ENSG00000231979,AL356361.2
5084,ENSG00000215805,AL356361.1
5085,ENSG00000217327,RPS7P5
5086,ENSG00000155816,FMN2
5087,ENSG00000228818,AL359918.1
5088,ENSG00000202041,RF00019
5089,ENSG00000223694,ADH5P3
5090,ENSG00000233735,AL359918.2
5091,ENSG00000252317,RF00019
5092,ENSG00000233519,AL590490.1
5093,ENSG00000180875,GREM2
5094,ENSG00000224359,AL358176.1
5095,ENSG00000226014,AL358176.2
5096,ENSG00000231440,AL358176.4
5097,ENSG00000228844,AL358176.3
5098,ENSG00000251750,RNU5F-8P
5099,ENSG00000234872,AL358176.5
5100,ENSG00000199241,RF00019
5101,ENSG00000230015,AL365184.2
